"mat.nr","name","gender","birthday","course","semester","subject","attempt","score"
"579771","Deluera, Christopher","m",1994-05-21,"Ba CS",1,"Formal Languages",1,88
"648288","Fletcher-Pettis, Kyle","m",1992-11-21,"Ba CS",10,"Computer Networks",1,87
"991642","Rodriguez, Adrian","m",1990-05-07,"Ba CS",8,"Software Engineering",1,77
"603780","Kirkendall, Cole","m",1999-12-07,"Ba CS",6,"Mathematics",1,90
"664970","Silva, Deion","m",1991-06-07,"Ba BIS",8,"Mathematics",1,72
"994893","Morben, Avenito","m",2000-06-22,"Ba CS",6,"Data Bases",1,92
"666768","el-Hanif, Maaiz","m",1998-11-27,"Ba CS",4,"Software Engineering",1,70
"129817","al-Zaman, Haafil","m",1994-12-06,"Ba CS",3,"Software Engineering",1,84
"643179","Cooper, Rakem","m",1994-01-31,"Ba BIS",7,"Mathematics",1,90
"647370","Oaxaca, Kyle","m",1994-08-12,"Ba BIS",8,"Computer Networks",1,94
"722045","Angel, Kimberly","f",1992-12-05,"Ba CS",10,"Software Engineering",1,53
"145088","Martinez Alderete, Esperansa","f",1993-11-21,"Ba BIS",20,"Formal Languages",1,74
"447292","el-Basha, Taqi","m",1990-04-12,"Ba CS",10,"Computer Networks",1,70
"858134","Loi, Teresa","f",1996-06-23,"Ba CS",10,"Software Engineering",1,84
"310707","al-Afzal, Zainab","f",2001-12-30,"Ba CS",6,"Mathematics",1,84
"687433","Canuto, Chandler","m",1999-05-13,"Ba CS",1,"Data Bases",1,69
"626020","Sepulveda, Michael","m",1999-12-11,"Ba BIS",4,"OOP",1,71
"714018","Johnson, Colen","m",1991-03-20,"Ba CS",4,"Mathematics",1,102
"606023","Moore III, Mahpiya","m",1992-10-30,"Ba CS",6,"Computer Networks",1,65
"251626","al-Kaiser, Abdul Waahid","m",1994-03-20,"Ba CS",2,"OOP",1,86
"962321","Vega, Donovan","m",2001-02-20,"Ba CS",11,"Data Bases",1,66
"840438","Kim, Mary","f",1995-10-15,"Ba BIS",10,"Data Bases",1,94
"107116","Dodds, Nicholas","m",1994-09-25,"Ba BIS",12,"OOP",1,68
"818393","el-Ahsan, Saif","m",1995-03-19,"Ba BIS",9,"Data Bases",1,89
"966379","Osazuwa, Amos","m",1992-04-25,"Ba CS",4,"Data Bases",1,56
"758993","Holland, Anthony","m",1995-03-12,"Ba CS",10,"Software Engineering",1,57
"112242","Helm, Hannah","f",1993-03-07,"Ba BIS",19,"OOP",1,82
"484259","el-Nazar, Badri","m",1994-11-16,"Ba BIS",10,"OOP",1,48
"373067","Cardenas, Richard","m",1993-03-11,"Ba CS",7,"Data Bases",1,64
"726947","el-Naqvi, Abdul Lateef","m",2001-08-05,"Ba CS",5,"Formal Languages",1,71
"374043","Pena, Dale","m",1993-11-10,"Ba CS",4,"Mathematics",1,51
"869725","Abrams, Joseph","m",2001-02-13,"Ba CS",18,"Mathematics",1,68
"354678","Okazaki, Cyrus","m",1991-04-19,"Ba CS",10,"Computer Networks",1,63
"229589","al-Muhammed, Taajuddeen","m",2001-03-08,"Ba CS",5,"Software Engineering",1,81
"254375","Peppers, Cameron","m",1990-09-17,"Ba CS",14,"Mathematics",1,74
"901246","al-Farooqui, Waail","m",1996-01-31,"Ba BIS",10,"Formal Languages",1,51
"214659","Martinez, Brackin","m",1992-08-06,"Ba CS",10,"Computer Networks",1,68
"588397","Stewart, Andrew","m",2003-09-11,"Ba BIS",5,"Mathematics",1,47
"814669","Vongrith, Cheyenne","f",2004-05-21,"Ba CS",13,"Mathematics",1,67
"261136","Wilcox, Justin","m",2002-03-20,"Ba CS",8,"Computer Networks",1,104
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"Computer Networks",1,70
"831740","Harris, Martin","m",1991-12-23,"Ba CS",4,"Software Engineering",1,88
"334237","el-Shaker, Abdul Baasid","m",2000-04-20,"Ba CS",10,"Formal Languages",1,91
"614095","Gonzales, Pablo","m",2000-02-25,"Ba CS",10,"Software Engineering",1,88
"432743","Burger, Carla","f",1990-09-30,"Ba CS",7,"Mathematics",1,77
"539533","Virmani, Bryan","m",1999-08-17,"Ba CS",10,"Data Bases",1,68
"606023","Moore III, Mahpiya","m",1992-10-30,"Ba CS",6,"Formal Languages",1,77
"870030","Han, Atif","m",1999-10-21,"Ba BIS",4,"OOP",1,56
"901246","al-Farooqui, Waail","m",1996-01-31,"Ba BIS",10,"Mathematics",1,78
"732992","Tolliver, Noah","m",1994-02-09,"Ba BIS",6,"Software Engineering",1,96
"672403","Vogltanz, Kenneth","m",2001-04-22,"Ba CS",8,"OOP",1,88
"531001","Anderson, Kevin","m",1999-02-14,"Ba CS",6,"Data Bases",1,54
"773048","Adams, Briona","f",1999-02-28,"Ba CS",16,"Formal Languages",1,71
"766514","Lopez, Juan","m",2000-10-10,"Ba CS",8,"Formal Languages",1,61
"666768","el-Hanif, Maaiz","m",1998-11-27,"Ba CS",4,"Computer Networks",1,70
"206631","el-Hares, Mus'ab","m",2002-06-21,"Ba CS",2,"Computer Networks",1,88
"786525","al-Zia, Razeen","m",2002-03-07,"Ba CS",14,"Data Bases",1,79
"903610","Cumley, Cody","m",1998-01-08,"Ba BIS",4,"Formal Languages",1,62
"219180","Bornschein, Bryan","m",1991-01-18,"Ba CS",7,"Mathematics",1,100
"343925","Cordova, Kevin","m",1992-09-10,"Ba BIS",8,"Mathematics",1,78
"334237","el-Shaker, Abdul Baasid","m",2000-04-20,"Ba CS",10,"Mathematics",1,98
"433857","al-Saidi, Badri","m",1990-11-07,"Ba CS",8,"Mathematics",1,86
"287937","Garcia, Tucker","m",1998-05-11,"Ba CS",1,"Software Engineering",1,77
"482554","Hines, Evan","m",1995-01-08,"Ba CS",19,"Formal Languages",1,86
"375926","Sakamoto, Tyler","m",1997-11-10,"Ba BIS",16,"OOP",1,87
"626020","Sepulveda, Michael","m",1999-12-11,"Ba BIS",4,"Mathematics",1,69
"153177","Abeyta, Darian","m",1996-12-21,"Ba BIS",6,"Formal Languages",1,75
"875492","el-Dallal, Rifaah","m",1996-06-16,"Ba BIS",13,"OOP",1,74
"679257","Molina, Ciara","f",1995-06-20,"Ba CS",8,"Data Bases",1,82
"258005","Breakfield, Adam","m",1997-11-12,"Ba CS",10,"Data Bases",1,78
"780778","Noe, Molly","f",1996-09-01,"Ba CS",8,"Computer Networks",1,57
"901628","Macias, Javier","m",1990-04-23,"Ba CS",19,"Software Engineering",1,75
"844832","el-Hadi, Muntaha","f",2003-12-19,"Ba BIS",6,"OOP",1,83
"173603","Pisano, Gage","m",2001-02-22,"Ba CS",2,"Data Bases",1,81
"964355","Velasquez, Andres","m",1996-12-30,"Ba CS",5,"Software Engineering",1,74
"133192","Weinberg, Da Ham","m",1995-01-03,"Ba BIS",8,"Software Engineering",1,87
"268020","Papke, William","m",1993-11-23,"Ba CS",11,"Software Engineering",1,109
"647370","Oaxaca, Kyle","m",1994-08-12,"Ba BIS",8,"Mathematics",1,73
"447335","Morales, Alexander","m",2002-04-29,"Ba CS",10,"Formal Languages",1,62
"129817","al-Zaman, Haafil","m",1994-12-06,"Ba CS",3,"Mathematics",1,48
"311442","Plum, Chager","m",1995-02-11,"Ba CS",15,"OOP",1,81
"545273","Khanna, Joseph","m",2002-04-26,"Ba CS",2,"Mathematics",1,90
"145088","Martinez Alderete, Esperansa","f",1993-11-21,"Ba BIS",20,"Mathematics",1,61
"606632","Montez, Juan","m",1996-09-20,"Ba CS",20,"OOP",1,67
"814669","Vongrith, Cheyenne","f",2004-05-21,"Ba CS",13,"OOP",1,87
"750518","Billings-Higgs, Collin","m",1998-03-24,"Ba CS",10,"Computer Networks",1,69
"447628","Johnson, Malcolm","m",1992-03-10,"Ba BIS",14,"Formal Languages",1,57
"623791","al-Kamal, Jadeeda","f",2004-03-21,"Ba CS",5,"Mathematics",1,81
"228103","Stephens, Michileen","f",2004-11-19,"Ba BIS",3,"Software Engineering",1,72
"447628","Johnson, Malcolm","m",1992-03-10,"Ba BIS",14,"Mathematics",1,76
"938987","Watters, Anthony","m",1994-06-02,"Ba BIS",5,"Data Bases",1,59
"533091","al-Ismail, Razeen","m",2002-06-05,"Ba CS",1,"Computer Networks",1,70
"466534","el-Hashemi, Jubair","m",1994-02-17,"Ba CS",1,"OOP",1,74
"196179","Ward, Khaiir","m",1993-11-22,"Ba BIS",10,"OOP",1,84
"894559","Krpan, Nastashia","f",1999-10-26,"Ba CS",17,"Mathematics",1,87
"348709","al-Basher, Raashid","m",2002-09-07,"Ba CS",4,"OOP",1,85
"902383","Mccarty, Gal","f",2003-08-04,"Ba CS",6,"Mathematics",1,68
"601915","Quezada, Carlos","m",1998-07-18,"Ba CS",16,"Mathematics",1,78
"493298","Bowen, Armoni","m",1991-08-17,"Ba CS",4,"Software Engineering",1,67
"643179","Cooper, Rakem","m",1994-01-31,"Ba BIS",7,"Data Bases",1,89
"510947","Onexayvieng, Diego","m",1994-01-03,"Ba CS",10,"Mathematics",1,73
"253019","Redmond, Quinn","m",1990-01-17,"Ba CS",8,"Data Bases",1,79
"983544","Banks, Eric","m",1994-04-17,"Ba BIS",2,"Formal Languages",1,84
"555601","Pottberg, Darren","m",2004-12-27,"Ba CS",17,"Mathematics",1,88
"919825","Lucero Pena, Christopher","m",2003-10-04,"Ba CS",4,"Formal Languages",1,56
"988652","Ellis, Zsirahd","m",1995-10-14,"Ba CS",1,"Software Engineering",1,74
"914434","Punay, Prodeo","m",2000-09-02,"Ba CS",3,"Formal Languages",1,74
"190846","al-Bashir, Thamra","f",2000-05-17,"Ba CS",2,"OOP",1,65
"302756","Fugett, Nathaniel","m",1999-06-09,"Ba CS",3,"Software Engineering",1,53
"107116","Dodds, Nicholas","m",1994-09-25,"Ba BIS",12,"Software Engineering",1,78
"815760","Lenard, Brittany","f",2003-03-13,"Ba BIS",14,"OOP",1,71
"651142","Werner, Hayden","m",1995-11-27,"Ba BIS",13,"Mathematics",1,53
"941804","Tivona, Michael","m",2004-09-13,"Ba BIS",3,"Software Engineering",1,90
"150360","Villalobos Sanchez, Gustavo","m",1999-10-23,"Ba CS",10,"Computer Networks",1,62
"324352","Michael, Andrew","m",1992-09-04,"Ba CS",3,"Data Bases",1,61
"614095","Gonzales, Pablo","m",2000-02-25,"Ba CS",10,"Data Bases",1,70
"642039","Begay, Stephon","m",1990-12-06,"Ba CS",20,"Computer Networks",1,73
"339231","Waldon, Yohannes","m",2000-01-15,"Ba BIS",4,"Data Bases",1,50
"815760","Lenard, Brittany","f",2003-03-13,"Ba BIS",14,"Data Bases",1,76
"276869","al-Mina, Dhaafir","m",2004-12-05,"Ba CS",7,"Data Bases",1,90
"170108","Usher-Zamora, Jonathan","m",1996-02-03,"Ba CS",6,"Formal Languages",1,100
"436559","Gettler-Romero, Aaron","m",1995-04-30,"Ba CS",7,"Formal Languages",1,83
"780778","Noe, Molly","f",1996-09-01,"Ba CS",8,"Mathematics",1,63
"894559","Krpan, Nastashia","f",1999-10-26,"Ba CS",17,"Data Bases",1,79
"611917","al-Wahab, Wajeeb","m",1995-09-25,"Ba CS",2,"Data Bases",1,54
"762080","Herrera, Logan","m",2001-12-01,"Ba CS",15,"Formal Languages",1,55
"892363","Pavisook, Cody","m",2000-05-29,"Ba CS",3,"Formal Languages",1,54
"248108","Daniels, Marcus","m",1994-02-18,"Ba CS",17,"Formal Languages",1,53
"234800","Orona, Stephenie","f",1998-02-28,"Ba BIS",8,"Formal Languages",1,82
"272600","Van Noordt, Anna","f",1998-10-06,"Ba CS",10,"OOP",1,84
"584478","Valles, Rafael","m",1990-02-05,"Ba BIS",9,"OOP",1,97
"234536","Sproveri, Zachary","m",2004-09-17,"Ba CS",10,"OOP",1,82
"762985","Homminga, Marcus","m",2002-06-13,"Ba CS",10,"Data Bases",1,81
"232287","Leon-Guerrero, Sarah","f",1991-11-28,"Ba CS",13,"Software Engineering",1,74
"290618","Stoyanov, Cody","m",1990-05-28,"Ba CS",8,"Software Engineering",1,67
"858134","Loi, Teresa","f",1996-06-23,"Ba CS",10,"Formal Languages",1,104
"343925","Cordova, Kevin","m",1992-09-10,"Ba BIS",8,"Software Engineering",1,80
"196179","Ward, Khaiir","m",1993-11-22,"Ba BIS",10,"Formal Languages",1,86
"862626","Yu, Justin","m",1990-03-20,"Ba CS",5,"OOP",1,77
"429680","Alvarez-Montano, Stephon","m",1994-07-19,"Ba CS",6,"Software Engineering",1,91
"282308","Gates, Frank","m",1999-01-27,"Ba CS",6,"Data Bases",1,84
"112648","el-Doud, Aslam","m",1998-05-15,"Ba CS",6,"Mathematics",1,75
"901716","Belcher, Andrew","m",1992-05-12,"Ba BIS",4,"Formal Languages",1,83
"942988","Archuleta, Jessica","f",2003-04-26,"Ba CS",3,"Computer Networks",1,95
"123340","Gonzalez, Keifer","m",1995-08-03,"Ba CS",4,"Formal Languages",1,76
"687433","Canuto, Chandler","m",1999-05-13,"Ba CS",1,"OOP",1,86
"868199","el-Yousef, Mishaari","m",1994-02-23,"Ba CS",6,"Data Bases",1,76
"795175","Canono, Sayfa","m",1994-08-07,"Ba BIS",2,"OOP",1,77
"188951","Nealy, Albert","m",2002-02-02,"Ba CS",20,"OOP",1,84
"941692","Yang, Judy","f",1997-08-10,"Ba CS",8,"OOP",1,63
"408061","Clary, Jordan","m",2001-05-14,"Ba CS",5,"OOP",1,52
"588229","Toillion, Bryan","m",2001-02-07,"Ba BIS",10,"Mathematics",1,65
"320809","Sanchez, Izrael","m",2002-07-06,"Ba CS",10,"Formal Languages",1,73
"237622","el-Masih, Dhaakir","m",2004-07-22,"Ba CS",20,"Software Engineering",1,82
"356899","Morgan, Mika","f",1998-10-23,"Ba CS",7,"Software Engineering",1,77
"640342","Watson, James","m",1999-09-08,"Ba BIS",8,"Mathematics",1,82
"713903","Santistevan, Jaqueline","f",1994-02-08,"Ba CS",6,"OOP",1,76
"208422","Charley, Kimiko","f",1991-05-18,"Ba CS",8,"Data Bases",1,107
"539533","Virmani, Bryan","m",1999-08-17,"Ba CS",10,"Computer Networks",1,73
"162700","Jensen, Jake","m",1990-11-10,"Ba BIS",10,"Mathematics",1,81
"626007","Hazelwood, Brett","m",1990-02-14,"Ba BIS",6,"Computer Networks",1,62
"181525","Zullali, Sean","m",1992-08-25,"Ba BIS",6,"OOP",1,91
"848671","Garza, Mystic","f",2000-03-31,"Ba CS",6,"Formal Languages",1,74
"528491","Escudero, Steven","m",2004-07-13,"Ba CS",4,"Data Bases",1,72
"891120","Whiteside, Kingahnah","m",1992-06-27,"Ba BIS",4,"Computer Networks",1,78
"756289","Garnier, Austin","m",2000-07-04,"Ba CS",4,"Software Engineering",1,139
"762080","Herrera, Logan","m",2001-12-01,"Ba CS",15,"Mathematics",1,77
"819137","Lewis, Kenneth","m",2001-09-14,"Ba CS",2,"Formal Languages",1,83
"417758","Ruybal, Adam","m",2001-08-24,"Ba CS",17,"Software Engineering",1,79
"112242","Helm, Hannah","f",1993-03-07,"Ba BIS",19,"Data Bases",1,47
"575542","el-Bina, Talha","m",1997-02-13,"Ba CS",2,"OOP",1,73
"766514","Lopez, Juan","m",2000-10-10,"Ba CS",8,"Mathematics",1,67
"606023","Moore III, Mahpiya","m",1992-10-30,"Ba CS",6,"Data Bases",1,86
"272600","Van Noordt, Anna","f",1998-10-06,"Ba CS",10,"Formal Languages",1,85
"912712","Townsend, Jared","m",1993-10-20,"Ba CS",9,"Computer Networks",1,59
"783566","Lee, Nicholas","m",1992-03-07,"Ba CS",4,"OOP",1,81
"291653","French, Stephen","m",2004-01-29,"Ba CS",10,"Software Engineering",1,111
"112434","Rochelle, Abigail","f",2002-05-10,"Ba CS",9,"Software Engineering",1,50
"991565","Hayes, Brant","m",1991-04-11,"Ba CS",4,"Computer Networks",1,99
"701784","Martinez, Christopher","m",2003-10-06,"Ba CS",8,"Software Engineering",1,124
"187029","Miles, Catherine","f",2002-09-06,"Ba CS",10,"Software Engineering",1,69
"758993","Holland, Anthony","m",1995-03-12,"Ba CS",10,"Formal Languages",1,71
"771621","Kielty, Tanner","m",2001-05-30,"Ba BIS",4,"Formal Languages",1,78
"161650","Sanchez, Eric","m",2003-12-02,"Ba CS",5,"Mathematics",1,88
"120722","Lucero, Andrez","m",1992-01-20,"Ba CS",2,"Computer Networks",1,59
"623791","al-Kamal, Jadeeda","f",2004-03-21,"Ba CS",5,"OOP",1,62
"646768","Sullivan, Brandon","m",1999-08-24,"Ba CS",8,"Formal Languages",1,87
"232287","Leon-Guerrero, Sarah","f",1991-11-28,"Ba CS",13,"Computer Networks",1,88
"500726","Palmer, Zachary","m",1991-07-12,"Ba CS",3,"OOP",1,61
"133500","Webb, Isaac","m",2002-05-01,"Ba CS",4,"Computer Networks",1,83
"640342","Watson, James","m",1999-09-08,"Ba BIS",8,"OOP",1,69
"133500","Webb, Isaac","m",2002-05-01,"Ba CS",4,"Formal Languages",1,69
"554134","Cox, Nicholas","m",1992-12-28,"Ba CS",6,"Software Engineering",1,75
"112648","el-Doud, Aslam","m",1998-05-15,"Ba CS",6,"Data Bases",1,61
"956265","el-Mansoor, Abdul Wahaab","m",2000-03-11,"Ba CS",10,"Mathematics",1,92
"214659","Martinez, Brackin","m",1992-08-06,"Ba CS",10,"Data Bases",1,100
"119374","Morford, Cameron","m",1990-07-19,"Ba CS",6,"Data Bases",1,71
"211226","Hempstead, Stephen","m",1999-11-07,"Ba CS",10,"Formal Languages",1,104
"318977","Compton, Azahrae","f",1995-06-25,"Ba CS",17,"Data Bases",1,75
"942988","Archuleta, Jessica","f",2003-04-26,"Ba CS",3,"Software Engineering",1,86
"901798","Yeo, Jyun Hee","m",2000-08-03,"Ba CS",6,"Software Engineering",1,53
"706156","Clyde, Alexander","m",2004-08-09,"Ba CS",8,"Data Bases",1,72
"503968","el-Siddiqi, Bakar","m",1998-04-28,"Ba BIS",2,"Software Engineering",1,83
"720490","Healy, Christopher","m",2002-08-25,"Ba BIS",2,"Mathematics",1,72
"243517","Long, Avenito","m",1992-02-17,"Ba CS",1,"Formal Languages",1,98
"138462","Sanchez, Ernesto","m",1996-07-24,"Ba CS",2,"Formal Languages",1,74
"272198","el-Saade, Mamoon","m",1997-11-21,"Ba CS",8,"Mathematics",1,72
"704485","Henderson, Dakota","m",1990-05-10,"Ba BIS",10,"Mathematics",1,99
"317713","Young, Ryan","m",1992-05-31,"Ba CS",8,"Formal Languages",1,69
"481404","Lehi, Chandler","m",1996-09-30,"Ba CS",6,"Formal Languages",1,76
"545273","Khanna, Joseph","m",2002-04-26,"Ba CS",2,"Computer Networks",1,73
"692064","Furqan, Amber","f",1997-08-01,"Ba CS",3,"Software Engineering",1,53
"817866","Medhin, Marcell","m",1998-11-02,"Ba CS",7,"Software Engineering",1,70
"272600","Van Noordt, Anna","f",1998-10-06,"Ba CS",10,"Software Engineering",1,101
"248108","Daniels, Marcus","m",1994-02-18,"Ba CS",17,"Computer Networks",1,72
"190574","Valenzuela, Angel","m",1998-09-19,"Ba CS",12,"Software Engineering",1,81
"867296","Jeffries, Nathan","m",1991-10-19,"Ba BIS",2,"Formal Languages",1,71
"844832","el-Hadi, Muntaha","f",2003-12-19,"Ba BIS",6,"Formal Languages",1,77
"107439","Williams, Jacob","m",1994-08-14,"Ba CS",9,"Formal Languages",1,82
"442284","Jaquez Cuevas, Oscar Ivan","m",1996-11-26,"Ba BIS",7,"OOP",1,60
"907747","Bivings, Izaak","m",1990-06-27,"Ba CS",11,"Software Engineering",1,68
"537027","Beaulieu, Tanner","m",1992-10-16,"Ba CS",4,"OOP",1,88
"442284","Jaquez Cuevas, Oscar Ivan","m",1996-11-26,"Ba BIS",7,"Formal Languages",1,53
"161650","Sanchez, Eric","m",2003-12-02,"Ba CS",5,"Computer Networks",1,68
"861414","Kirven, William","m",1998-11-26,"Ba CS",2,"Data Bases",1,74
"234536","Sproveri, Zachary","m",2004-09-17,"Ba CS",10,"Computer Networks",1,94
"607429","el-Kazmi, Amru","m",1995-08-18,"Ba BIS",4,"Computer Networks",1,92
"957168","el-Yassin, Mutlaq","m",1990-05-09,"Ba BIS",2,"Data Bases",1,76
"643179","Cooper, Rakem","m",1994-01-31,"Ba BIS",7,"Computer Networks",1,74
"433857","al-Saidi, Badri","m",1990-11-07,"Ba CS",8,"Formal Languages",1,92
"299768","Davis, Kyle","m",2002-06-15,"Ba CS",5,"OOP",1,57
"651142","Werner, Hayden","m",1995-11-27,"Ba BIS",13,"Data Bases",1,72
"821755","Lindsey, Nathan","m",1996-11-29,"Ba CS",8,"Software Engineering",1,92
"827361","Williams, Juwan","m",1995-01-13,"Ba CS",15,"Software Engineering",1,75
"348709","al-Basher, Raashid","m",2002-09-07,"Ba CS",4,"Data Bases",1,70
"746609","Smith, Simon","m",1991-09-02,"Ba CS",10,"Software Engineering",1,61
"815665","Dewaard, Brent","m",1998-08-14,"Ba CS",7,"Mathematics",1,80
"620611","Napue, Jamill","m",2003-11-12,"Ba BIS",2,"Computer Networks",1,62
"533091","al-Ismail, Razeen","m",2002-06-05,"Ba CS",1,"Mathematics",1,92
"534541","Reinhart, Dallas","m",2001-06-07,"Ba CS",10,"Formal Languages",1,91
"344967","Daniel, Adrian Phil","m",1997-06-29,"Ba CS",8,"Formal Languages",1,77
"870312","Thompson, Asien","m",1997-03-10,"Ba CS",7,"Formal Languages",1,74
"575583","Straten, Drew","m",1999-09-03,"Ba BIS",2,"Formal Languages",1,70
"966783","Carpenter, De Vanta","m",1995-02-07,"Ba CS",6,"Mathematics",1,69
"861614","Molalegne, Michael","m",1994-12-20,"Ba CS",6,"Software Engineering",1,75
"100535","Brutout, Andrew","m",1991-11-21,"Ba CS",5,"Formal Languages",1,102
"356199","Harper, Olivet","m",1993-08-17,"Ba BIS",2,"Mathematics",1,68
"229589","al-Muhammed, Taajuddeen","m",2001-03-08,"Ba CS",5,"Data Bases",1,59
"991565","Hayes, Brant","m",1991-04-11,"Ba CS",4,"OOP",1,91
"766514","Lopez, Juan","m",2000-10-10,"Ba CS",8,"Software Engineering",1,71
"611603","al-Beydoun, Jasoor","m",2003-04-03,"Ba CS",12,"Computer Networks",1,70
"852879","Williams, Eyob","m",1991-06-13,"Ba CS",17,"Formal Languages",1,80
"744549","el-Hosein, Maa'iz","m",2004-07-14,"Ba CS",4,"Computer Networks",1,72
"169387","Dorsett, Brenden","m",2001-01-16,"Ba CS",2,"Software Engineering",1,82
"229589","al-Muhammed, Taajuddeen","m",2001-03-08,"Ba CS",5,"Computer Networks",1,81
"191156","Ault Booneel, Jumaal","m",1990-12-18,"Ba CS",5,"OOP",1,60
"173603","Pisano, Gage","m",2001-02-22,"Ba CS",2,"OOP",1,87
"539075","Gardenhire, Tamarra","f",1995-08-17,"Ba CS",7,"Formal Languages",1,85
"768276","Weaver, Carinton","m",2001-01-15,"Ba CS",6,"Formal Languages",1,88
"213067","Ellis, Celeste","f",2004-10-04,"Ba BIS",17,"Mathematics",1,79
"648288","Fletcher-Pettis, Kyle","m",1992-11-21,"Ba CS",10,"Formal Languages",1,80
"997300","Caballero, Wing","m",1997-01-18,"Ba BIS",4,"Formal Languages",1,81
"639063","Jung, Timothy","m",2000-01-09,"Ba CS",5,"OOP",1,80
"377162","Jiles, Malaki","m",1997-11-13,"Ba CS",20,"Data Bases",1,66
"161018","Uribe Lopez, Alan","m",1992-06-24,"Ba CS",2,"OOP",1,62
"474091","Magers, Kiana","f",1996-06-18,"Ba BIS",9,"OOP",1,69
"691824","el-Mohiuddin, Saamir","m",1994-08-02,"Ba BIS",8,"Data Bases",1,59
"674704","el-Salloum, Ubaida","m",1998-04-30,"Ba CS",4,"OOP",1,67
"640544","Quijano, Ociana","f",1997-11-05,"Ba CS",10,"Computer Networks",1,82
"451164","Angeles, John","m",2001-11-15,"Ba CS",17,"Computer Networks",1,102
"584478","Valles, Rafael","m",1990-02-05,"Ba BIS",9,"Software Engineering",1,59
"476166","Badback, Kelly","m",1992-06-09,"Ba CS",2,"Formal Languages",1,68
"208422","Charley, Kimiko","f",1991-05-18,"Ba CS",8,"Mathematics",1,60
"112242","Helm, Hannah","f",1993-03-07,"Ba BIS",19,"Software Engineering",1,85
"434301","Velazquez, Jasmine","f",2000-05-14,"Ba CS",10,"Data Bases",1,84
"844902","Garza, Natashia","f",1995-07-07,"Ba BIS",3,"Formal Languages",1,78
"501396","Wommack, Kathryn","f",2001-05-25,"Ba CS",10,"Data Bases",1,84
"700972","Roberts, Gilberto","m",2000-12-22,"Ba CS",2,"OOP",1,69
"990868","Scarborough, Jermille","m",1993-09-11,"Ba CS",6,"Data Bases",1,76
"211226","Hempstead, Stephen","m",1999-11-07,"Ba CS",10,"OOP",1,85
"466534","el-Hashemi, Jubair","m",1994-02-17,"Ba CS",1,"Mathematics",1,101
"576186","Martin, Dominieck","m",2001-12-20,"Ba CS",2,"Computer Networks",1,89
"910078","el-Salman, Saleet","m",1999-07-19,"Ba CS",15,"Formal Languages",1,44
"965361","Ladue, Michael","m",2001-01-23,"Ba CS",8,"Software Engineering",1,58
"941458","Aldinger, Bryan","m",1997-09-12,"Ba CS",2,"Formal Languages",1,73
"246896","el-Tawil, Hamood","m",1995-08-28,"Ba CS",9,"Software Engineering",1,51
"894559","Krpan, Nastashia","f",1999-10-26,"Ba CS",17,"Formal Languages",1,86
"938987","Watters, Anthony","m",1994-06-02,"Ba BIS",5,"Software Engineering",1,79
"119374","Morford, Cameron","m",1990-07-19,"Ba CS",6,"Formal Languages",1,52
"187029","Miles, Catherine","f",2002-09-06,"Ba CS",10,"Data Bases",1,69
"639063","Jung, Timothy","m",2000-01-09,"Ba CS",5,"Mathematics",1,75
"389789","al-El-Sayed, Nabeeh","m",1996-01-17,"Ba BIS",6,"Software Engineering",1,90
"232287","Leon-Guerrero, Sarah","f",1991-11-28,"Ba CS",13,"Formal Languages",1,64
"173603","Pisano, Gage","m",2001-02-22,"Ba CS",2,"Mathematics",1,76
"762295","el-Faraj, Naazim","m",2000-11-29,"Ba CS",1,"OOP",1,82
"941692","Yang, Judy","f",1997-08-10,"Ba CS",8,"Formal Languages",1,63
"960787","Moreno-Fonseca, Raul","m",1999-08-01,"Ba BIS",5,"Formal Languages",1,77
"944882","al-Mohiuddin, Aiman","m",1997-03-09,"Ba BIS",8,"Mathematics",1,82
"971690","Robinson, Mahlon","m",1999-12-08,"Ba BIS",10,"OOP",1,90
"383262","George, Sean","m",2001-06-11,"Ba CS",2,"Computer Networks",1,78
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"Computer Networks",1,47
"668904","Daugherty, Shawna","f",1992-09-28,"Ba CS",8,"Computer Networks",1,97
"713047","Butcher, Stephen","m",1995-11-25,"Ba CS",6,"Data Bases",1,108
"693191","Ridnour, John","m",2000-04-25,"Ba CS",2,"OOP",1,83
"656332","Kassahun, Brian","m",2002-02-28,"Ba CS",2,"Formal Languages",1,75
"868199","el-Yousef, Mishaari","m",1994-02-23,"Ba CS",6,"Mathematics",1,71
"941692","Yang, Judy","f",1997-08-10,"Ba CS",8,"Computer Networks",1,81
"763855","Anaya, Bryce","m",1993-06-03,"Ba CS",5,"Software Engineering",1,91
"737427","Marshall, Bruce","m",1997-08-15,"Ba CS",2,"Formal Languages",1,85
"133500","Webb, Isaac","m",2002-05-01,"Ba CS",4,"OOP",1,73
"815760","Lenard, Brittany","f",2003-03-13,"Ba BIS",14,"Computer Networks",1,93
"296580","Magyar, Nicholas","m",1990-02-08,"Ba CS",15,"Mathematics",1,60
"482297","Butler, Zacary","m",2001-06-04,"Ba BIS",1,"Data Bases",1,73
"776197","Luginbill, Lauren","f",1990-01-20,"Ba CS",14,"Software Engineering",1,67
"646432","Fry, Joshua","m",1993-10-15,"Ba CS",10,"Software Engineering",1,101
"830765","el-Jabbour, Afeef","m",2001-09-29,"Ba CS",7,"Mathematics",1,64
